pin_id,pin_url,title,description,destination_url,image_url,board_name,author_name,author_followers,tags,saves_count,comment_count,created_date,scraped_at
48061921671852397,https://www.pinterest.com/pin/48061921671852397,N/A,N/A,N/A,https://i.pinimg.com/736x/fa/5d/24/fa5d24a3092743de3d7fa91b95fac57c.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:35
48061921671852398,https://www.pinterest.com/pin/48061921671852398,N/A,N/A,N/A,https://i.pinimg.com/736x/fa/5d/24/fa5d24a3092743de3d7fa91b95fac57c.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:35
48061921671852395,https://www.pinterest.com/pin/48061921671852395,N/A,N/A,N/A,https://i.pinimg.com/736x/fa/5d/24/fa5d24a3092743de3d7fa91b95fac57c.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:35
48061921671852388,https://www.pinterest.com/pin/48061921671852388,N/A,N/A,N/A,https://i.pinimg.com/736x/fa/5d/24/fa5d24a3092743de3d7fa91b95fac57c.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:38
48061921671839661,https://www.pinterest.com/pin/48061921671839661,N/A,N/A,N/A,https://i.pinimg.com/736x/ce/87/eb/ce87eb42ba0478cd568d27f37b101000.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:38
48061921671839663,https://www.pinterest.com/pin/48061921671839663,N/A,N/A,N/A,https://i.pinimg.com/736x/6c/d4/0d/6cd40df2f05f84ba0f23ba1acc094877.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:38
48061921671839630,https://www.pinterest.com/pin/48061921671839630,N/A,N/A,N/A,https://i.pinimg.com/736x/0c/70/07/0c7007b784ca977492d116c41f67ca7c.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:40
48061921671839629,https://www.pinterest.com/pin/48061921671839629,N/A,N/A,N/A,https://i.pinimg.com/736x/e3/65/13/e36513b82ad47b12785041e7d1507dc0.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:41
48061921671839628,https://www.pinterest.com/pin/48061921671839628,N/A,N/A,N/A,https://i.pinimg.com/736x/19/ce/28/19ce2858d624e4a51d8df785d5312e7b.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:41
48061921671839662,https://www.pinterest.com/pin/48061921671839662,Log in to see more,N/A,N/A,https://i.pinimg.com/736x/e0/cf/f6/e0cff6d83cb5beff99709ebdf97a4efa.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:41
48061921671839627,https://www.pinterest.com/pin/48061921671839627,N/A,N/A,N/A,https://i.pinimg.com/736x/fb/8a/d6/fb8ad6e38de1e708a4d43442efded6d5.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:43
48061921671839625,https://www.pinterest.com/pin/48061921671839625,N/A,N/A,N/A,https://i.pinimg.com/736x/f4/2e/05/f42e05a0820e41434fab7403776e65ed.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:43
48061921671839624,https://www.pinterest.com/pin/48061921671839624,N/A,N/A,N/A,https://i.pinimg.com/736x/54/3a/bd/543abd0f68ddefdce1aa12bc261ef0f1.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:43
48061921671839626,https://www.pinterest.com/pin/48061921671839626,N/A,N/A,N/A,https://i.pinimg.com/736x/0c/c2/24/0cc224ba14ff1e44c2230ff1705d58ec.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:43
48061921671839622,https://www.pinterest.com/pin/48061921671839622,N/A,N/A,N/A,https://i.pinimg.com/736x/36/04/59/3604597b61b7cde62dd18b0f230b634f.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:46
48061921671839623,https://www.pinterest.com/pin/48061921671839623,N/A,N/A,N/A,https://i.pinimg.com/736x/28/5e/aa/285eaa99614d3dcbb2a129f731547bbd.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:46
48061921671839621,https://www.pinterest.com/pin/48061921671839621,N/A,N/A,N/A,https://i.pinimg.com/736x/99/ad/d1/99add1309ab2003e01a36df64633cddf.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:46
48061921671839620,https://www.pinterest.com/pin/48061921671839620,N/A,N/A,N/A,https://i.pinimg.com/736x/57/c2/ec/57c2ec783e0722a4a0cd64d77076ce71.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:46
48061921671839619,https://www.pinterest.com/pin/48061921671839619,N/A,N/A,N/A,https://i.pinimg.com/736x/d5/b4/fe/d5b4fe02cf66a8ce4372cae7c8ad380e.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:48
48061921671839618,https://www.pinterest.com/pin/48061921671839618,N/A,N/A,N/A,https://i.pinimg.com/736x/d1/ed/86/d1ed861bc8c2de1a556341e55ce41554.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:48
48061921671839617,https://www.pinterest.com/pin/48061921671839617,N/A,N/A,N/A,https://i.pinimg.com/736x/2f/94/47/2f944766ce0f765ddd203b75ef841ec2.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:48
48061921671839616,https://www.pinterest.com/pin/48061921671839616,N/A,N/A,N/A,https://i.pinimg.com/736x/fe/d9/32/fed932339764c05a9d8f5c7f894357c6.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:49
48061921671839615,https://www.pinterest.com/pin/48061921671839615,N/A,N/A,N/A,https://i.pinimg.com/736x/18/9d/ed/189ded001a0adb011295239e4da9c24a.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:51
48061921671839614,https://www.pinterest.com/pin/48061921671839614,Log in to see more,N/A,N/A,https://i.pinimg.com/736x/9f/80/98/9f8098921c0ba78169b74bae93a4ed76.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:54
